;Geslacht;Onderwijssoort;Studierichting;Perioden;Enrollment;Freshmen
126681;Vrouwen;Hoger beroepsonderwijs;0320 Journalistiek, informatie… z.n.d.;2019;0;0
126682;Vrouwen;Hoger beroepsonderwijs;0320 Journalistiek, informatie… z.n.d.;2020;0;0
126683;Vrouwen;Hoger beroepsonderwijs;0320 Journalistiek, informatie… z.n.d.;2021;0;0
126684;Vrouwen;Hoger beroepsonderwijs;0321 Journalistiek;2010;12502;3029
126685;Vrouwen;Hoger beroepsonderwijs;0321 Journalistiek;2011;13219;3190
126686;Vrouwen;Hoger beroepsonderwijs;0321 Journalistiek;2012;13180;2968
126687;Vrouwen;Hoger beroepsonderwijs;0321 Journalistiek;2013;13406;2941
126688;Vrouwen;Hoger beroepsonderwijs;0321 Journalistiek;2014;12972;2406
126689;Vrouwen;Hoger beroepsonderwijs;0321 Journalistiek;2015;12069;2059
126690;Vrouwen;Hoger beroepsonderwijs;0321 Journalistiek;2016;11588;2371
126691;Vrouwen;Hoger beroepsonderwijs;0321 Journalistiek;2017;11401;2510
126692;Vrouwen;Hoger beroepsonderwijs;0321 Journalistiek;2018;10451;1977
126693;Vrouwen;Hoger beroepsonderwijs;0321 Journalistiek;2019;10637;2399
126694;Vrouwen;Hoger beroepsonderwijs;0321 Journalistiek;2020;10887;2583
126695;Vrouwen;Hoger beroepsonderwijs;0321 Journalistiek;2021;10504;2213
126696;Vrouwen;Hoger beroepsonderwijs;0322 Bibliotheek, documentaire inform...;2010;145;29
126697;Vrouwen;Hoger beroepsonderwijs;0322 Bibliotheek, documentaire inform...;2011;149;27
126698;Vrouwen;Hoger beroepsonderwijs;0322 Bibliotheek, documentaire inform...;2012;135;27
126699;Vrouwen;Hoger beroepsonderwijs;0322 Bibliotheek, documentaire inform...;2013;141;25
126700;Vrouwen;Hoger beroepsonderwijs;0322 Bibliotheek, documentaire inform...;2014;107;5
126701;Vrouwen;Hoger beroepsonderwijs;0322 Bibliotheek, documentaire inform...;2015;76;0
126702;Vrouwen;Hoger beroepsonderwijs;0322 Bibliotheek, documentaire inform...;2016;45;0
126703;Vrouwen;Hoger beroepsonderwijs;0322 Bibliotheek, documentaire inform...;2017;21;0
126704;Vrouwen;Hoger beroepsonderwijs;0322 Bibliotheek, documentaire inform...;2018;9;0
126705;Vrouwen;Hoger beroepsonderwijs;0322 Bibliotheek, documentaire inform...;2019;0;0
126706;Vrouwen;Hoger beroepsonderwijs;0322 Bibliotheek, documentaire inform...;2020;0;0
126707;Vrouwen;Hoger beroepsonderwijs;0322 Bibliotheek, documentaire inform...;2021;0;0
126708;Vrouwen;Hoger beroepsonderwijs;04 Recht, administratie, handel en za…;2010;42974;10822
126709;Vrouwen;Hoger beroepsonderwijs;04 Recht, administratie, handel en za…;2011;44214;10972
126710;Vrouwen;Hoger beroepsonderwijs;04 Recht, administratie, handel en za…;2012;44205;11062
126711;Vrouwen;Hoger beroepsonderwijs;04 Recht, administratie, handel en za…;2013;46006;11604
126712;Vrouwen;Hoger beroepsonderwijs;04 Recht, administratie, handel en za…;2014;46400;10938
126713;Vrouwen;Hoger beroepsonderwijs;04 Recht, administratie, handel en za…;2015;46171;10301
126714;Vrouwen;Hoger beroepsonderwijs;04 Recht, administratie, handel en za…;2016;46868;11004
126715;Vrouwen;Hoger beroepsonderwijs;04 Recht, administratie, handel en za…;2017;47790;11661
126716;Vrouwen;Hoger beroepsonderwijs;04 Recht, administratie, handel en za…;2018;48550;11967
126717;Vrouwen;Hoger beroepsonderwijs;04 Recht, administratie, handel en za…;2019;49430;12002
126718;Vrouwen;Hoger beroepsonderwijs;04 Recht, administratie, handel en za…;2020;52137;13249
126719;Vrouwen;Hoger beroepsonderwijs;04 Recht, administratie, handel en za…;2021;51661;11602
126720;Vrouwen;Hoger beroepsonderwijs;040 Recht, administratie, handel z.n.d.;2010;0;0
126721;Vrouwen;Hoger beroepsonderwijs;040 Recht, administratie, handel z.n.d.;2011;0;0
126722;Vrouwen;Hoger beroepsonderwijs;040 Recht, administratie, handel z.n.d.;2012;0;0
126723;Vrouwen;Hoger beroepsonderwijs;040 Recht, administratie, handel z.n.d.;2013;0;0
126724;Vrouwen;Hoger beroepsonderwijs;040 Recht, administratie, handel z.n.d.;2014;0;0
126725;Vrouwen;Hoger beroepsonderwijs;040 Recht, administratie, handel z.n.d.;2015;0;0
126726;Vrouwen;Hoger beroepsonderwijs;040 Recht, administratie, handel z.n.d.;2016;0;0
126727;Vrouwen;Hoger beroepsonderwijs;040 Recht, administratie, handel z.n.d.;2017;0;0
126728;Vrouwen;Hoger beroepsonderwijs;040 Recht, administratie, handel z.n.d.;2018;0;0
126729;Vrouwen;Hoger beroepsonderwijs;040 Recht, administratie, handel z.n.d.;2019;0;0
126730;Vrouwen;Hoger beroepsonderwijs;040 Recht, administratie, handel z.n.d.;2020;0;0
126731;Vrouwen;Hoger beroepsonderwijs;040 Recht, administratie, handel z.n.d.;2021;0;0
126732;Vrouwen;Hoger beroepsonderwijs;0400 Recht, administratie, handel z.n.d.;2010;0;0
126733;Vrouwen;Hoger beroepsonderwijs;0400 Recht, administratie, handel z.n.d.;2011;0;0
126734;Vrouwen;Hoger beroepsonderwijs;0400 Recht, administratie, handel z.n.d.;2012;0;0
126735;Vrouwen;Hoger beroepsonderwijs;0400 Recht, administratie, handel z.n.d.;2013;0;0
126736;Vrouwen;Hoger beroepsonderwijs;0400 Recht, administratie, handel z.n.d.;2014;0;0
126737;Vrouwen;Hoger beroepsonderwijs;0400 Recht, administratie, handel z.n.d.;2015;0;0
126738;Vrouwen;Hoger beroepsonderwijs;0400 Recht, administratie, handel z.n.d.;2016;0;0
126739;Vrouwen;Hoger beroepsonderwijs;0400 Recht, administratie, handel z.n.d.;2017;0;0
126740;Vrouwen;Hoger beroepsonderwijs;0400 Recht, administratie, handel z.n.d.;2018;0;0
126741;Vrouwen;Hoger beroepsonderwijs;0400 Recht, administratie, handel z.n.d.;2019;0;0
126742;Vrouwen;Hoger beroepsonderwijs;0400 Recht, administratie, handel z.n.d.;2020;0;0
126743;Vrouwen;Hoger beroepsonderwijs;0400 Recht, administratie, handel z.n.d.;2021;0;0
126744;Vrouwen;Hoger beroepsonderwijs;041 Bedrijfskunde en administratie;2010;35698;8706
126745;Vrouwen;Hoger beroepsonderwijs;041 Bedrijfskunde en administratie;2011;36763;8997
126746;Vrouwen;Hoger beroepsonderwijs;041 Bedrijfskunde en administratie;2012;36637;9114
126747;Vrouwen;Hoger beroepsonderwijs;041 Bedrijfskunde en administratie;2013;37930;9459
126748;Vrouwen;Hoger beroepsonderwijs;041 Bedrijfskunde en administratie;2014;38446;9053
126749;Vrouwen;Hoger beroepsonderwijs;041 Bedrijfskunde en administratie;2015;38151;8406
126750;Vrouwen;Hoger beroepsonderwijs;041 Bedrijfskunde en administratie;2016;38459;8834
126751;Vrouwen;Hoger beroepsonderwijs;041 Bedrijfskunde en administratie;2017;39083;9291
126752;Vrouwen;Hoger beroepsonderwijs;041 Bedrijfskunde en administratie;2018;39669;9514
126753;Vrouwen;Hoger beroepsonderwijs;041 Bedrijfskunde en administratie;2019;40262;9474
126754;Vrouwen;Hoger beroepsonderwijs;041 Bedrijfskunde en administratie;2020;41822;9947
126755;Vrouwen;Hoger beroepsonderwijs;041 Bedrijfskunde en administratie;2021;41214;8699
126756;Vrouwen;Hoger beroepsonderwijs;0410 Bedrijfskunde, administratie z.n.d.;2010;0;0
126757;Vrouwen;Hoger beroepsonderwijs;0410 Bedrijfskunde, administratie z.n.d.;2011;0;0
126758;Vrouwen;Hoger beroepsonderwijs;0410 Bedrijfskunde, administratie z.n.d.;2012;0;0
126759;Vrouwen;Hoger beroepsonderwijs;0410 Bedrijfskunde, administratie z.n.d.;2013;0;0
126760;Vrouwen;Hoger beroepsonderwijs;0410 Bedrijfskunde, administratie z.n.d.;2014;0;0
126761;Vrouwen;Hoger beroepsonderwijs;0410 Bedrijfskunde, administratie z.n.d.;2015;0;0
126762;Vrouwen;Hoger beroepsonderwijs;0410 Bedrijfskunde, administratie z.n.d.;2016;0;0
126763;Vrouwen;Hoger beroepsonderwijs;0410 Bedrijfskunde, administratie z.n.d.;2017;0;0
126764;Vrouwen;Hoger beroepsonderwijs;0410 Bedrijfskunde, administratie z.n.d.;2018;0;0
126765;Vrouwen;Hoger beroepsonderwijs;0410 Bedrijfskunde, administratie z.n.d.;2019;0;0
126766;Vrouwen;Hoger beroepsonderwijs;0410 Bedrijfskunde, administratie z.n.d.;2020;0;0
126767;Vrouwen;Hoger beroepsonderwijs;0410 Bedrijfskunde, administratie z.n.d.;2021;0;0
126768;Vrouwen;Hoger beroepsonderwijs;0411 Financieel management en belast..;2010;5497;1333
126769;Vrouwen;Hoger beroepsonderwijs;0411 Financieel management en belast..;2011;6168;1529
126770;Vrouwen;Hoger beroepsonderwijs;0411 Financieel management en belast..;2012;6035;1550
126771;Vrouwen;Hoger beroepsonderwijs;0411 Financieel management en belast..;2013;6292;1568
126772;Vrouwen;Hoger beroepsonderwijs;0411 Financieel management en belast..;2014;6211;1370
126773;Vrouwen;Hoger beroepsonderwijs;0411 Financieel management en belast..;2015;6018;1243
126774;Vrouwen;Hoger beroepsonderwijs;0411 Financieel management en belast..;2016;5999;1298
126775;Vrouwen;Hoger beroepsonderwijs;0411 Financieel management en belast..;2017;5855;1266
126776;Vrouwen;Hoger beroepsonderwijs;0411 Financieel management en belast..;2018;5839;1350
126777;Vrouwen;Hoger beroepsonderwijs;0411 Financieel management en belast..;2019;5853;1338
126778;Vrouwen;Hoger beroepsonderwijs;0411 Financieel management en belast..;2020;6009;1319
126779;Vrouwen;Hoger beroepsonderwijs;0411 Financieel management en belast..;2021;5604;1039
126780;Vrouwen;Hoger beroepsonderwijs;0412 Financiële dienstverlening;2010;754;186
126781;Vrouwen;Hoger beroepsonderwijs;0412 Financiële dienstverlening;2011;779;181
126782;Vrouwen;Hoger beroepsonderwijs;0412 Financiële dienstverlening;2012;734;162
126783;Vrouwen;Hoger beroepsonderwijs;0412 Financiële dienstverlening;2013;689;113
126784;Vrouwen;Hoger beroepsonderwijs;0412 Financiële dienstverlening;2014;667;126
126785;Vrouwen;Hoger beroepsonderwijs;0412 Financiële dienstverlening;2015;598;107
126786;Vrouwen;Hoger beroepsonderwijs;0412 Financiële dienstverlening;2016;571;127
126787;Vrouwen;Hoger beroepsonderwijs;0412 Financiële dienstverlening;2017;536;108
126788;Vrouwen;Hoger beroepsonderwijs;0412 Financiële dienstverlening;2018;328;6
126789;Vrouwen;Hoger beroepsonderwijs;0412 Financiële dienstverlening;2019;247;14
126790;Vrouwen;Hoger beroepsonderwijs;0412 Financiële dienstverlening;2020;173;8
126791;Vrouwen;Hoger beroepsonderwijs;0412 Financiële dienstverlening;2021;110;9
126792;Vrouwen;Hoger beroepsonderwijs;0413 Management bedrijfs- en personee…;2010;20908;5197
126793;Vrouwen;Hoger beroepsonderwijs;0413 Management bedrijfs- en personee…;2011;21101;5191
126794;Vrouwen;Hoger beroepsonderwijs;0413 Management bedrijfs- en personee…;2012;21118;5324
126795;Vrouwen;Hoger beroepsonderwijs;0413 Management bedrijfs- en personee…;2013;21681;5592
126796;Vrouwen;Hoger beroepsonderwijs;0413 Management bedrijfs- en personee…;2014;22343;5649
126797;Vrouwen;Hoger beroepsonderwijs;0413 Management bedrijfs- en personee…;2015;22585;5329
126798;Vrouwen;Hoger beroepsonderwijs;0413 Management bedrijfs- en personee…;2016;23215;5602
126799;Vrouwen;Hoger beroepsonderwijs;0413 Management bedrijfs- en personee…;2017;24200;5957
126800;Vrouwen;Hoger beroepsonderwijs;0413 Management bedrijfs- en personee…;2018;24925;6090
126801;Vrouwen;Hoger beroepsonderwijs;0413 Management bedrijfs- en personee…;2019;25271;5917
126802;Vrouwen;Hoger beroepsonderwijs;0413 Management bedrijfs- en personee…;2020;26228;6235
126803;Vrouwen;Hoger beroepsonderwijs;0413 Management bedrijfs- en personee…;2021;26033;5542
126804;Vrouwen;Hoger beroepsonderwijs;0414 Marketing en public relations;2010;5802;1366
126805;Vrouwen;Hoger beroepsonderwijs;0414 Marketing en public relations;2011;5936;1427
126806;Vrouwen;Hoger beroepsonderwijs;0414 Marketing en public relations;2012;5967;1435
126807;Vrouwen;Hoger beroepsonderwijs;0414 Marketing en public relations;2013;6314;1496
126808;Vrouwen;Hoger beroepsonderwijs;0414 Marketing en public relations;2014;6277;1288
126809;Vrouwen;Hoger beroepsonderwijs;0414 Marketing en public relations;2015;6079;1178
126810;Vrouwen;Hoger beroepsonderwijs;0414 Marketing en public relations;2016;5857;1212
126811;Vrouwen;Hoger beroepsonderwijs;0414 Marketing en public relations;2017;5709;1348
126812;Vrouwen;Hoger beroepsonderwijs;0414 Marketing en public relations;2018;5835;1447
126813;Vrouwen;Hoger beroepsonderwijs;0414 Marketing en public relations;2019;6133;1531
126814;Vrouwen;Hoger beroepsonderwijs;0414 Marketing en public relations;2020;6438;1603
126815;Vrouwen;Hoger beroepsonderwijs;0414 Marketing en public relations;2021;6248;1258
126816;Vrouwen;Hoger beroepsonderwijs;0415 Secretariële en administratieve...;2010;0;0
126817;Vrouwen;Hoger beroepsonderwijs;0415 Secretariële en administratieve...;2011;0;0
126818;Vrouwen;Hoger beroepsonderwijs;0415 Secretariële en administratieve...;2012;0;0
126819;Vrouwen;Hoger beroepsonderwijs;0415 Secretariële en administratieve...;2013;0;0
126820;Vrouwen;Hoger beroepsonderwijs;0415 Secretariële en administratieve...;2014;0;0
126821;Vrouwen;Hoger beroepsonderwijs;0415 Secretariële en administratieve...;2015;0;0
126822;Vrouwen;Hoger beroepsonderwijs;0415 Secretariële en administratieve...;2016;0;0
126823;Vrouwen;Hoger beroepsonderwijs;0415 Secretariële en administratieve...;2017;0;0
126824;Vrouwen;Hoger beroepsonderwijs;0415 Secretariële en administratieve...;2018;0;0
126825;Vrouwen;Hoger beroepsonderwijs;0415 Secretariële en administratieve...;2019;0;0
126826;Vrouwen;Hoger beroepsonderwijs;0415 Secretariële en administratieve...;2020;0;0
126827;Vrouwen;Hoger beroepsonderwijs;0415 Secretariële en administratieve...;2021;0;0
126828;Vrouwen;Hoger beroepsonderwijs;0416 Groothandel en detailhandel;2010;2737;624
126829;Vrouwen;Hoger beroepsonderwijs;0416 Groothandel en detailhandel;2011;2779;669
126830;Vrouwen;Hoger beroepsonderwijs;0416 Groothandel en detailhandel;2012;2783;643
126831;Vrouwen;Hoger beroepsonderwijs;0416 Groothandel en detailhandel;2013;2954;690
126832;Vrouwen;Hoger beroepsonderwijs;0416 Groothandel en detailhandel;2014;2948;620
126833;Vrouwen;Hoger beroepsonderwijs;0416 Groothandel en detailhandel;2015;2871;549
126834;Vrouwen;Hoger beroepsonderwijs;0416 Groothandel en detailhandel;2016;2817;595
126835;Vrouwen;Hoger beroepsonderwijs;0416 Groothandel en detailhandel;2017;2783;612
126836;Vrouwen;Hoger beroepsonderwijs;0416 Groothandel en detailhandel;2018;2742;621
126837;Vrouwen;Hoger beroepsonderwijs;0416 Groothandel en detailhandel;2019;2758;674
126838;Vrouwen;Hoger beroepsonderwijs;0416 Groothandel en detailhandel;2020;2974;782
126839;Vrouwen;Hoger beroepsonderwijs;0416 Groothandel en detailhandel;2021;3219;851
126840;Vrouwen;Hoger beroepsonderwijs;0417 Werkgerelateerde en bedrijfsger ...;2010;0;0
126841;Vrouwen;Hoger beroepsonderwijs;0417 Werkgerelateerde en bedrijfsger ...;2011;0;0
126842;Vrouwen;Hoger beroepsonderwijs;0417 Werkgerelateerde en bedrijfsger ...;2012;0;0
126843;Vrouwen;Hoger beroepsonderwijs;0417 Werkgerelateerde en bedrijfsger ...;2013;0;0
126844;Vrouwen;Hoger beroepsonderwijs;0417 Werkgerelateerde en bedrijfsger ...;2014;0;0
126845;Vrouwen;Hoger beroepsonderwijs;0417 Werkgerelateerde en bedrijfsger ...;2015;0;0
126846;Vrouwen;Hoger beroepsonderwijs;0417 Werkgerelateerde en bedrijfsger ...;2016;0;0
126847;Vrouwen;Hoger beroepsonderwijs;0417 Werkgerelateerde en bedrijfsger ...;2017;0;0
126848;Vrouwen;Hoger beroepsonderwijs;0417 Werkgerelateerde en bedrijfsger ...;2018;0;0
126849;Vrouwen;Hoger beroepsonderwijs;0417 Werkgerelateerde en bedrijfsger ...;2019;0;0
126850;Vrouwen;Hoger beroepsonderwijs;0417 Werkgerelateerde en bedrijfsger ...;2020;0;0
126851;Vrouwen;Hoger beroepsonderwijs;0417 Werkgerelateerde en bedrijfsger ...;2021;0;0
126852;Vrouwen;Hoger beroepsonderwijs;042 Recht;2010;7276;2116
126853;Vrouwen;Hoger beroepsonderwijs;042 Recht;2011;7451;1975
126854;Vrouwen;Hoger beroepsonderwijs;042 Recht;2012;7568;1948
126855;Vrouwen;Hoger beroepsonderwijs;042 Recht;2013;8076;2145
126856;Vrouwen;Hoger beroepsonderwijs;042 Recht;2014;7954;1885
126857;Vrouwen;Hoger beroepsonderwijs;042 Recht;2015;8020;1895
126858;Vrouwen;Hoger beroepsonderwijs;042 Recht;2016;8409;2170
126859;Vrouwen;Hoger beroepsonderwijs;042 Recht;2017;8707;2370
126860;Vrouwen;Hoger beroepsonderwijs;042 Recht;2018;8881;2453
126861;Vrouwen;Hoger beroepsonderwijs;042 Recht;2019;9168;2528
126862;Vrouwen;Hoger beroepsonderwijs;042 Recht;2020;10315;3302
126863;Vrouwen;Hoger beroepsonderwijs;042 Recht;2021;10447;2903
126864;Vrouwen;Hoger beroepsonderwijs;0421 Recht;2010;7276;2116
126865;Vrouwen;Hoger beroepsonderwijs;0421 Recht;2011;7451;1975
126866;Vrouwen;Hoger beroepsonderwijs;0421 Recht;2012;7568;1948
126867;Vrouwen;Hoger beroepsonderwijs;0421 Recht;2013;8076;2145
126868;Vrouwen;Hoger beroepsonderwijs;0421 Recht;2014;7954;1885
126869;Vrouwen;Hoger beroepsonderwijs;0421 Recht;2015;8020;1895
126870;Vrouwen;Hoger beroepsonderwijs;0421 Recht;2016;8409;2170
126871;Vrouwen;Hoger beroepsonderwijs;0421 Recht;2017;8707;2370
126872;Vrouwen;Hoger beroepsonderwijs;0421 Recht;2018;8881;2453
126873;Vrouwen;Hoger beroepsonderwijs;0421 Recht;2019;9168;2528
126874;Vrouwen;Hoger beroepsonderwijs;0421 Recht;2020;10315;3302
126875;Vrouwen;Hoger beroepsonderwijs;0421 Recht;2021;10447;2903
126876;Vrouwen;Hoger beroepsonderwijs;05 Wiskunde, natuurwetenschappen;2010;1175;339
126877;Vrouwen;Hoger beroepsonderwijs;05 Wiskunde, natuurwetenschappen;2011;1293;363
126878;Vrouwen;Hoger beroepsonderwijs;05 Wiskunde, natuurwetenschappen;2012;1448;412
126879;Vrouwen;Hoger beroepsonderwijs;05 Wiskunde, natuurwetenschappen;2013;1759;543
126880;Vrouwen;Hoger beroepsonderwijs;05 Wiskunde, natuurwetenschappen;2014;2061;595
126881;Vrouwen;Hoger beroepsonderwijs;05 Wiskunde, natuurwetenschappen;2015;2530;709
126882;Vrouwen;Hoger beroepsonderwijs;05 Wiskunde, natuurwetenschappen;2016;2819;804
126883;Vrouwen;Hoger beroepsonderwijs;05 Wiskunde, natuurwetenschappen;2017;3043;798
126884;Vrouwen;Hoger beroepsonderwijs;05 Wiskunde, natuurwetenschappen;2018;3131;781
126885;Vrouwen;Hoger beroepsonderwijs;05 Wiskunde, natuurwetenschappen;2019;3232;732
126886;Vrouwen;Hoger beroepsonderwijs;05 Wiskunde, natuurwetenschappen;2020;3545;912
126887;Vrouwen;Hoger beroepsonderwijs;05 Wiskunde, natuurwetenschappen;2021;3569;789
126888;Vrouwen;Hoger beroepsonderwijs;050 Wiskunde, natuurwetenschappen z.n.d.;2010;139;43
126889;Vrouwen;Hoger beroepsonderwijs;050 Wiskunde, natuurwetenschappen z.n.d.;2011;137;45
126890;Vrouwen;Hoger beroepsonderwijs;050 Wiskunde, natuurwetenschappen z.n.d.;2012;153;39
126891;Vrouwen;Hoger beroepsonderwijs;050 Wiskunde, natuurwetenschappen z.n.d.;2013;188;60
126892;Vrouwen;Hoger beroepsonderwijs;050 Wiskunde, natuurwetenschappen z.n.d.;2014;236;78
126893;Vrouwen;Hoger beroepsonderwijs;050 Wiskunde, natuurwetenschappen z.n.d.;2015;450;143
126894;Vrouwen;Hoger beroepsonderwijs;050 Wiskunde, natuurwetenschappen z.n.d.;2016;495;158
126895;Vrouwen;Hoger beroepsonderwijs;050 Wiskunde, natuurwetenschappen z.n.d.;2017;500;116
126896;Vrouwen;Hoger beroepsonderwijs;050 Wiskunde, natuurwetenschappen z.n.d.;2018;454;90
126897;Vrouwen;Hoger beroepsonderwijs;050 Wiskunde, natuurwetenschappen z.n.d.;2019;464;116
126898;Vrouwen;Hoger beroepsonderwijs;050 Wiskunde, natuurwetenschappen z.n.d.;2020;458;121
126899;Vrouwen;Hoger beroepsonderwijs;050 Wiskunde, natuurwetenschappen z.n.d.;2021;403;73
126900;Vrouwen;Hoger beroepsonderwijs;0500 Wiskunde,natuurwetenschappen z.n.d.;2010;139;43
126901;Vrouwen;Hoger beroepsonderwijs;0500 Wiskunde,natuurwetenschappen z.n.d.;2011;137;45
126902;Vrouwen;Hoger beroepsonderwijs;0500 Wiskunde,natuurwetenschappen z.n.d.;2012;153;39
126903;Vrouwen;Hoger beroepsonderwijs;0500 Wiskunde,natuurwetenschappen z.n.d.;2013;188;60
126904;Vrouwen;Hoger beroepsonderwijs;0500 Wiskunde,natuurwetenschappen z.n.d.;2014;236;78
126905;Vrouwen;Hoger beroepsonderwijs;0500 Wiskunde,natuurwetenschappen z.n.d.;2015;450;143
126906;Vrouwen;Hoger beroepsonderwijs;0500 Wiskunde,natuurwetenschappen z.n.d.;2016;495;158
126907;Vrouwen;Hoger beroepsonderwijs;0500 Wiskunde,natuurwetenschappen z.n.d.;2017;500;116
126908;Vrouwen;Hoger beroepsonderwijs;0500 Wiskunde,natuurwetenschappen z.n.d.;2018;454;90
126909;Vrouwen;Hoger beroepsonderwijs;0500 Wiskunde,natuurwetenschappen z.n.d.;2019;464;116
126910;Vrouwen;Hoger beroepsonderwijs;0500 Wiskunde,natuurwetenschappen z.n.d.;2020;458;121
126911;Vrouwen;Hoger beroepsonderwijs;0500 Wiskunde,natuurwetenschappen z.n.d.;2021;403;73
126912;Vrouwen;Hoger beroepsonderwijs;051 Biologie en biochemie;2010;686;208
126913;Vrouwen;Hoger beroepsonderwijs;051 Biologie en biochemie;2011;794;225
126914;Vrouwen;Hoger beroepsonderwijs;051 Biologie en biochemie;2012;902;274
126915;Vrouwen;Hoger beroepsonderwijs;051 Biologie en biochemie;2013;1078;325
126916;Vrouwen;Hoger beroepsonderwijs;051 Biologie en biochemie;2014;1286;379
126917;Vrouwen;Hoger beroepsonderwijs;051 Biologie en biochemie;2015;1463;401
126918;Vrouwen;Hoger beroepsonderwijs;051 Biologie en biochemie;2016;1632;442
126919;Vrouwen;Hoger beroepsonderwijs;051 Biologie en biochemie;2017;1801;482
126920;Vrouwen;Hoger beroepsonderwijs;051 Biologie en biochemie;2018;1877;494
126921;Vrouwen;Hoger beroepsonderwijs;051 Biologie en biochemie;2019;1908;416
126922;Vrouwen;Hoger beroepsonderwijs;051 Biologie en biochemie;2020;2162;555
126923;Vrouwen;Hoger beroepsonderwijs;051 Biologie en biochemie;2021;2238;534
126924;Vrouwen;Hoger beroepsonderwijs;0510 Biologie en biochemie z.n.d.;2010;0;0
126925;Vrouwen;Hoger beroepsonderwijs;0510 Biologie en biochemie z.n.d.;2011;0;0
126926;Vrouwen;Hoger beroepsonderwijs;0510 Biologie en biochemie z.n.d.;2012;0;0
126927;Vrouwen;Hoger beroepsonderwijs;0510 Biologie en biochemie z.n.d.;2013;0;0
126928;Vrouwen;Hoger beroepsonderwijs;0510 Biologie en biochemie z.n.d.;2014;0;0
126929;Vrouwen;Hoger beroepsonderwijs;0510 Biologie en biochemie z.n.d.;2015;0;0
126930;Vrouwen;Hoger beroepsonderwijs;0510 Biologie en biochemie z.n.d.;2016;0;0
126931;Vrouwen;Hoger beroepsonderwijs;0510 Biologie en biochemie z.n.d.;2017;0;0
126932;Vrouwen;Hoger beroepsonderwijs;0510 Biologie en biochemie z.n.d.;2018;0;0
126933;Vrouwen;Hoger beroepsonderwijs;0510 Biologie en biochemie z.n.d.;2019;0;0
126934;Vrouwen;Hoger beroepsonderwijs;0510 Biologie en biochemie z.n.d.;2020;0;0
126935;Vrouwen;Hoger beroepsonderwijs;0510 Biologie en biochemie z.n.d.;2021;0;0
126936;Vrouwen;Hoger beroepsonderwijs;0511 Biologie;2010;154;54
126937;Vrouwen;Hoger beroepsonderwijs;0511 Biologie;2011;224;72
126938;Vrouwen;Hoger beroepsonderwijs;0511 Biologie;2012;251;66
126939;Vrouwen;Hoger beroepsonderwijs;0511 Biologie;2013;304;79
126940;Vrouwen;Hoger beroepsonderwijs;0511 Biologie;2014;382;123
126941;Vrouwen;Hoger beroepsonderwijs;0511 Biologie;2015;443;109
126942;Vrouwen;Hoger beroepsonderwijs;0511 Biologie;2016;509;117
126943;Vrouwen;Hoger beroepsonderwijs;0511 Biologie;2017;596;158
126944;Vrouwen;Hoger beroepsonderwijs;0511 Biologie;2018;622;162
126945;Vrouwen;Hoger beroepsonderwijs;0511 Biologie;2019;628;129
126946;Vrouwen;Hoger beroepsonderwijs;0511 Biologie;2020;698;175
126947;Vrouwen;Hoger beroepsonderwijs;0511 Biologie;2021;695;142
126948;Vrouwen;Hoger beroepsonderwijs;0512 Biochemie;2010;532;154
126949;Vrouwen;Hoger beroepsonderwijs;0512 Biochemie;2011;570;153
126950;Vrouwen;Hoger beroepsonderwijs;0512 Biochemie;2012;651;208
126951;Vrouwen;Hoger beroepsonderwijs;0512 Biochemie;2013;774;246
126952;Vrouwen;Hoger beroepsonderwijs;0512 Biochemie;2014;904;256
126953;Vrouwen;Hoger beroepsonderwijs;0512 Biochemie;2015;1020;292
126954;Vrouwen;Hoger beroepsonderwijs;0512 Biochemie;2016;1123;325
126955;Vrouwen;Hoger beroepsonderwijs;0512 Biochemie;2017;1205;324
126956;Vrouwen;Hoger beroepsonderwijs;0512 Biochemie;2018;1255;332
126957;Vrouwen;Hoger beroepsonderwijs;0512 Biochemie;2019;1280;287
126958;Vrouwen;Hoger beroepsonderwijs;0512 Biochemie;2020;1464;380
126959;Vrouwen;Hoger beroepsonderwijs;0512 Biochemie;2021;1543;392
126960;Vrouwen;Hoger beroepsonderwijs;052 Milieu en natuurbeheer;2010;163;34
126961;Vrouwen;Hoger beroepsonderwijs;052 Milieu en natuurbeheer;2011;158;39
126962;Vrouwen;Hoger beroepsonderwijs;052 Milieu en natuurbeheer;2012;145;36
126963;Vrouwen;Hoger beroepsonderwijs;052 Milieu en natuurbeheer;2013;162;53
126964;Vrouwen;Hoger beroepsonderwijs;052 Milieu en natuurbeheer;2014;181;42
126965;Vrouwen;Hoger beroepsonderwijs;052 Milieu en natuurbeheer;2015;181;45
126966;Vrouwen;Hoger beroepsonderwijs;052 Milieu en natuurbeheer;2016;199;55
126967;Vrouwen;Hoger beroepsonderwijs;052 Milieu en natuurbeheer;2017;214;55
126968;Vrouwen;Hoger beroepsonderwijs;052 Milieu en natuurbeheer;2018;229;62
126969;Vrouwen;Hoger beroepsonderwijs;052 Milieu en natuurbeheer;2019;276;80
126970;Vrouwen;Hoger beroepsonderwijs;052 Milieu en natuurbeheer;2020;302;85
126971;Vrouwen;Hoger beroepsonderwijs;052 Milieu en natuurbeheer;2021;305;61
126972;Vrouwen;Hoger beroepsonderwijs;0520 Milieu en natuurbeheer z.n.d.;2010;0;0
126973;Vrouwen;Hoger beroepsonderwijs;0520 Milieu en natuurbeheer z.n.d.;2011;0;0
